NN-Ensemble RMSE mean,NN-Ensemble NLPD mean,NN-Ensemble MSLL mean,NN-Ensemble Coverage mean,NN-Ensemble Interval Len mean,NN-RFM-EGOP RMSE mean,NN-RFM-EGOP NLPD mean,NN-RFM-EGOP MSLL mean,NN-RFM-EGOP Coverage mean,NN-RFM-EGOP Interval Len mean,NN-RFM-NFA RMSE mean,NN-RFM-NFA NLPD mean,NN-RFM-NFA MSLL mean,NN-RFM-NFA Coverage mean,NN-RFM-NFA Interval Len mean,GP-RFM-Laplace RMSE mean,GP-RFM-Laplace NLPD mean,GP-RFM-Laplace MSLL mean,GP-RFM-Laplace Coverage mean,GP-RFM-Laplace Interval Len mean,NN-Ensemble RMSE std,NN-Ensemble NLPD std,NN-Ensemble MSLL std,NN-Ensemble Coverage std,NN-Ensemble Interval Len std,NN-RFM-EGOP RMSE std,NN-RFM-EGOP NLPD std,NN-RFM-EGOP MSLL std,NN-RFM-EGOP Coverage std,NN-RFM-EGOP Interval Len std,NN-RFM-NFA RMSE std,NN-RFM-NFA NLPD std,NN-RFM-NFA MSLL std,NN-RFM-NFA Coverage std,NN-RFM-NFA Interval Len std,GP-RFM-Laplace RMSE std,GP-RFM-Laplace NLPD std,GP-RFM-Laplace MSLL std,GP-RFM-Laplace Coverage std,GP-RFM-Laplace Interval Len std
2.263,2.498,-0.928,0.060,4.502,0.330,0.460,-0.948,0.026,2.038,0.385,0.526,-0.882,0.018,1.969,2.734,2.399,-1.027,0.011,9.842,0.054,0.551,0.551,0.012,0.352,0.018,0.026,0.026,0.003,0.020,0.031,0.051,0.051,0.006,0.014,0.037,0.012,0.012,0.003,0.321
