0,1,2,3,4,5,6
0.9980236860569202,-0.07251556422057934,0.978310044728738,0.055534189272377674,0.8013811423500995,0.050008813550975,0.9999858728203576
0.9969719838876205,-0.07251232745961575,0.9779641663194203,0.03188894752060764,0.8013798702845861,0.04994388618767531,0.9999868371367322
0.9973367284913162,-0.07251085904393681,0.9787765848623108,0.05892816519798387,0.6721891930585899,-0.2620978037747641,0.9999821389830055
0.9973060945897669,-0.06217514186628237,0.9785468039002336,0.05796299498000135,0.801473866780343,-0.26026766816586533,0.9999821404561104
0.9972404397805278,-0.07251129617658345,0.9785189068771096,0.03442488582734673,0.8014266832656499,0.04261019017323131,0.9999868602564184
0.9980372628478337,-0.0725144872235157,0.9782388472284287,0.056066771265308596,0.8013974865443748,0.046991932567187825,0.9999821398114105
0.9966110679006654,-0.0725115451303503,0.9782065180122629,0.057378257515787026,0.672291647292012,-0.2612982198718987,0.9999867806358432
0.9965144467650958,-0.072513486429303,0.978525665747706,0.056950595066091514,0.8014171452612058,0.7035041076961691,0.9999868465176671
0.9982005644629459,-0.07251248784588873,0.9787964226559238,0.054539540848350235,0.8014787365121812,0.060132189018834034,0.9999858774516948
0.9973287274000773,-0.07251185316803288,0.9789429399171063,0.05758362078777354,0.8015279376951852,0.05081362658455478,0.9999867830497416
0.9966901766392077,-0.0725147019676475,0.9780068513936546,0.05962511580251362,0.6724172690823559,-0.25092398954453565,0.9999849734897092
0.9976864642946972,-0.07251713461509876,0.9786044911200653,0.05678629416561409,0.8013129439594991,0.7072208136591983,0.999986801198867
0.997378351787116,-0.062176026966475756,0.9781644990654883,0.03452216428005271,0.8013074610692767,0.04690051707886543,0.9999868548059185
0.9984950684366419,-0.07251209237550285,0.9783104795688679,0.033109869456752025,0.8014749891296938,-0.2634539599070525,0.999982139153574
0.9975801645375938,-0.0725156193236493,0.9782888434118829,0.03297788482123995,0.6722209450388369,0.07654741283929413,0.9999821401697669
0.9966062300715564,-0.07251075176189611,0.9778973809476977,0.05772759239757723,0.8014411658400795,0.05325140197460668,0.9999821393816557
0.9964998232394707,-0.07251449053438164,0.978688435867618,0.05862334940774484,0.6722138739766248,0.02324077663853688,0.9999867820307705
0.99646663741501,-0.07251529750728611,0.9783248644534055,0.0558568353317783,0.6722639532298801,0.04336070600740262,0.9999821400538771
0.9965337775885248,-0.0725126516353857,0.9784581736016962,0.03242534227320452,0.6722289037011766,0.7017867584313072,0.9999867814827195
0.9976112581590619,-0.07251391595179937,0.9785209029393669,0.03357426957215352,0.6723330860432741,-0.2523204532104564,0.9999867739469449
