0,1,2,3,4,5,6
0.9969788897741063,-0.09024573517514789,0.976653226913425,-0.02113649231051945,0.7870501825125923,0.014293156071538055,0.9999850663567457
0.9956928117536452,-0.09024307979710605,0.9760967065007218,-0.09395898317135673,0.7866991338016787,-0.024769854799310792,0.9999854111168347
0.9968301491954721,-0.09024292156862272,0.9695633885336611,-0.019529310003329803,0.65997392083626,-0.36422137366422197,0.9999842138561793
0.996775468049737,-0.07014715471966246,0.9695024335257112,-0.019945424264107905,0.7867928115848377,-0.3368215580992233,0.9999842134319381
0.9967236800909474,-0.09024387130687378,0.9694197262254522,0.013991073305099744,0.7866716119383287,-0.03258506192031893,0.9999854237820953
0.9979025907921771,-0.09024498552287738,0.9691296376956168,-0.018705961454162243,0.7868552432625869,-0.028318792468797677,0.9999842135484341
0.9952951592881418,-0.09024495386798342,0.9763622207303713,-0.018546273103264815,0.6600148590193695,-0.33216102130803665,0.9999852948718182
0.9963866186168943,-0.09024466606587603,0.9695091728108407,-0.018749941881966686,0.7865856410725579,0.6554018312115072,0.9999854259715262
0.9970856912880209,-0.09024499034589616,0.9696761526230733,-0.021256613464941634,0.7868829865016427,0.05484655525580187,0.999985066771957
0.9971739730252627,-0.09024325860715371,0.9700103940979374,-0.020490615972627316,0.7867926009151628,-0.02515137687205292,0.999985292607801
0.9953781281267113,-0.09024240930492977,0.9762793761084477,-0.018365456962665366,0.6601835926008036,-0.3241573334943665,0.999984893842986
0.9975429582034792,-0.09024268484187695,0.9697346477674631,-0.020950113584878333,0.7867341673849315,0.6642506478848604,0.9999852943155054
0.9972168032467413,-0.07014685085607478,0.9690443832196747,0.01967838676196501,0.7867633824251311,0.01354689100462017,0.9999854142478223
0.9983654905014306,-0.09024205654211036,0.9762256033797864,0.005070878587308231,0.786924953770158,-0.33758477482296895,0.9999842130965512
0.9977313503078661,-0.09024182921945989,0.9764633670551226,0.005737178114406827,0.6491612589378121,0.003113301345262026,0.9999842133892702
0.9964634763611786,-0.09024308997698738,0.9688634313894926,-0.019762555385308758,0.7867194954541656,-0.02278523737828056,0.9999842131773689
0.9963843409315791,-0.09024085107538443,0.9769323178269574,-0.018585336565391672,0.6594328713692639,-0.05143689189227446,0.9999852863263098
0.9950789357800892,-0.09023986634985719,0.9764959102575779,-0.022493018738772047,0.6600046993540605,-0.031763467643917284,0.9999842137202113
0.9952341264571634,-0.09024349304141607,0.9766647396916512,0.015031387126092588,0.6594300726673564,0.6550381394215078,0.9999853041649783
0.9971649874839594,-0.09024103314537672,0.9766982683021543,0.014052407346932444,0.6601030083176047,-0.3280899292154191,0.9999852928721816
